"polygon","name","type"
131170803712,"Alabama","state"
294207291392,"Arizona","state"
23871029248,"Vermont","state"
268431196160,"Colorado","state"
125919797248,"North Carolina","state"
105828696064,"Ohio","state"
198973702144,"Nebraska","state"
158114704,"District of Columbia","state"
102269100032,"Kentucky","state"
111897600000,"Louisiana","state"
25141639168,"Maryland","state"
376961892352,"Montana","state"
115883098112,"Pennsylvania","state"
122056802304,"New York","state"
172118999040,"Washington","state"
143793405952,"Illinois","state"
144669294592,"Iowa","state"
134771302400,"Arkansas","state"
19047340032,"New Jersey","state"
211754106880,"Kansas","state"
251470102528,"Wyoming","state"
284331900928,"Nevada","state"
178711199744,"North Dakota","state"
5046704128,"Delaware","state"
92789186560,"Indiana","state"
403466289152,"California","state"
676586979328,"Texas","state"
79882797056,"Maine","state"
106797899776,"Tennessee","state"
148959199232,"Georgia","state"
212818296832,"Utah","state"
2677565952,"Rhode Island","state"
20202059776,"Massachusetts","state"
146435096576,"Michigan","state"
196349607936,"South Dakota","state"
138887495680,"Florida","state"
12541639680,"Connecticut","state"
77856841728,"South Carolina","state"
178039701504,"Missouri","state"
62258679808,"West Virginia","state"
140268093440,"Wisconsin","state"
206232305664,"Minnesota","state"
177660002304,"Oklahoma","state"
121530703872,"Mississippi","state"
248607801344,"Oregon","state"
102278799360,"Virginia","state"
214044704768,"Idaho","state"
314160709632,"New Mexico","state"
23187259392,"New Hampshire","state"
1539581952,"Alabama - Autauga County","county"
4117521920,"Alabama - Baldwin County","county"
2291819008,"Alabama - Barbour County","county"
1612481024,"Alabama - Bibb County","county"
1669961984,"Alabama - Blount County","county"
1613057024,"Alabama - Bullock County","county"
2011976960,"Alabama - Butler County","county"
1569190016,"Alabama - Calhoun County","county"
1545009024,"Alabama - Chambers County","county"
1434076032,"Alabama - Cherokee County","county"
1794483968,"Alabama - Chilton County","county"
2365955072,"Alabama - Choctaw County","county"
3207610112,"Alabama - Clarke County","county"
1564252032,"Alabama - Clay County","county"
1450653056,"Alabama - Cleburne County","county"
1758529024,"Alabama - Coffee County","county"
1534877056,"Alabama - Colbert County","county"
2201894912,"Alabama - Conecuh County","county"
1685890944,"Alabama - Coosa County","county"
2668869888,"Alabama - Covington County","county"
1576888064,"Alabama - Crenshaw County","county"
1903228032,"Alabama - Cullman County","county"
1453371008,"Alabama - Dale County","county"
2534807040,"Alabama - Dallas County","county"
2012662016,"Alabama - DeKalb County","county"
1601868032,"Alabama - Elmore County","county"
2447747072,"Alabama - Escambia County","county"
1385618944,"Alabama - Etowah County","county"
1625632000,"Alabama - Fayette County","county"
1641587968,"Alabama - Franklin County","county"
1487709952,"Alabama - Geneva County","county"
1676007040,"Alabama - Greene County","county"
1667804032,"Alabama - Hale County","county"
1454925952,"Alabama - Henry County","county"
1501737984,"Alabama - Houston County","county"
2791664896,"Alabama - Jackson County","county"
2878192128,"Alabama - Jefferson County","county"
1566545024,"Alabama - Lamar County","county"
1729328000,"Alabama - Lauderdale County","county"
1788846976,"Alabama - Lawrence County","county"
1573511040,"Alabama - Lee County","county"
1450227968,"Alabama - Limestone County","county"
1854200064,"Alabama - Lowndes County","county"
1577005056,"Alabama - Macon County","county"
2076115968,"Alabama - Madison County","county"
2530113024,"Alabama - Marengo County","county"
1922526976,"Alabama - Marion County","county"
1465522944,"Alabama - Marshall County","county"
3184222976,"Alabama - Mobile County","county"
2656485120,"Alabama - Monroe County","county"
2031191040,"Alabama - Montgomery County","county"
1500476032,"Alabama - Morgan County","county"
1863920000,"Alabama - Perry County","county"
2282836992,"Alabama - Pickens County","county"
1740716032,"Alabama - Pike County","county"
1503617024,"Alabama - Randolph County","county"
1660546048,"Alabama - Russell County","county"
2032960000,"Alabama - Shelby County","county"
1636619008,"Alabama - St. Clair County","county"
2341058048,"Alabama - Sumter County","county"
1908238976,"Alabama - Talladega County","county"
1855779968,"Alabama - Tallapoosa County","county"
3423329024,"Alabama - Tuscaloosa County","county"
2049176960,"Alabama - Walker County","county"
2797722112,"Alabama - Washington County","county"
2301199872,"Alabama - Wilcox County","county"
1587608064,"Alabama - Winston County","county"
29001439232,"Arizona - Apache County","county"
15969059840,"Arizona - Cochise County","county"
48222691328,"Arizona - Coconino County","county"
12322990080,"Arizona - Gila County","county"
11972469760,"Arizona - Graham County","county"
4773673984,"Arizona - Greenlee County","county"
11653980160,"Arizona - La Paz County","county"
23828260864,"Arizona - Maricopa County","county"
34475548672,"Arizona - Mohave County","county"
25771470848,"Arizona - Navajo County","county"
23794309120,"Arizona - Pima County","county"
13896869888,"Arizona - Pinal County","county"
3203599104,"Arizona - Santa Cruz County","county"
21039769600,"Arizona - Yavapai County","county"
14281169920,"Arizona - Yuma County","county"
2560901888,"Arkansas - Arkansas County","county"
2396642048,"Arkansas - Ashley County","county"
1435587968,"Arkansas - Baxter County","county"
2194643968,"Arkansas - Benton County","county"
1528691968,"Arkansas - Boone County","county"
1681500032,"Arkansas - Bradley County","county"
1628017024,"Arkansas - Calhoun County","county"
1631917056,"Arkansas - Carroll County","county"
1668739968,"Arkansas - Chicot County","county"
2243121920,"Arkansas - Clark County","county"
1656205952,"Arkansas - Clay County","county"
1434055936,"Arkansas - Cleburne County","county"
1548252032,"Arkansas - Cleveland County","county"
1984066944,"Arkansas - Columbia County","county"
1430320000,"Arkansas - Conway County","county"
1831655936,"Arkansas - Craighead County","county"
1536107008,"Arkansas - Crawford County","county"
1579271936,"Arkansas - Crittenden County","county"
1596418048,"Arkansas - Cross County","county"
1728523008,"Arkansas - Dallas County","county"
1989504000,"Arkansas - Desha County","county"
2145431040,"Arkansas - Drew County","county"
1678013056,"Arkansas - Faulkner County","county"
1576931968,"Arkansas - Franklin County","county"
1601113984,"Arkansas - Fulton County","county"
1755444992,"Arkansas - Garland County","county"
1636376960,"Arkansas - Grant County","county"
1496232960,"Arkansas - Greene County","county"
1884268032,"Arkansas - Hempstead County","county"
1593367040,"Arkansas - Hot Spring County","county"
1524347008,"Arkansas - Howard County","county"
1978628992,"Arkansas - Independence County","county"
1503686016,"Arkansas - Izard County","county"
1641892992,"Arkansas - Jackson County","county"
2255220992,"Arkansas - Jefferson County","county"
1708882944,"Arkansas - Johnson County","county"
1368208000,"Arkansas - Lafayette County","county"
1521912960,"Arkansas - Lawrence County","county"
1560781056,"Arkansas - Lee County","county"
1454321024,"Arkansas - Lincoln County","county"
1378530048,"Arkansas - Little River County","county"
1834034048,"Arkansas - Logan County","county"
1996177024,"Arkansas - Lonoke County","county"
2160710912,"Arkansas - Madison County","county"
1546244992,"Arkansas - Marion County","county"
1620240000,"Arkansas - Miller County","county"
2332475904,"Arkansas - Mississippi County","county"
1572439040,"Arkansas - Monroe County","county"
2019879936,"Arkansas - Montgomery County","county"
1600189952,"Arkansas - Nevada County","county"
2126109952,"Arkansas - Newton County","county"
1897900032,"Arkansas - Ouachita County","county"
1428125952,"Arkansas - Perry County","county"
1801757952,"Arkansas - Phillips County","county"
1555591936,"Arkansas - Pike County","county"
1964217984,"Arkansas - Poinsett County","county"
2221378048,"Arkansas - Polk County","county"
2104489984,"Arkansas - Pope County","county"
1678204032,"Arkansas - Prairie County","county"
1967777024,"Arkansas - Pulaski County","county"
1689165952,"Arkansas - Randolph County","county"
1874125056,"Arkansas - Saline County","county"
2311098112,"Arkansas - Scott County","county"
1725176960,"Arkansas - Searcy County","county"
1377644032,"Arkansas - Sebastian County","county"
1463670016,"Arkansas - Sevier County","county"
1565489024,"Arkansas - Sharp County","county"
1644049024,"Arkansas - St. Francis County","county"
1570580992,"Arkansas - Stone County","county"
2691553024,"Arkansas - Union County","county"
1834082048,"Arkansas - Van Buren County","county"
2439682048,"Arkansas - Washington County","county"
2680833024,"Arkansas - White County","county"
